"","ID","name","genre","editor","dev","year","platform","period","link","addon"
"1399",468,"Birds of Prey","simulation","505 Games","Gaijin Entertainment","2009","psp","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-birds-of-prey.php","games"
"1400",468,"Birds of Prey","simulation","505 Games","Gaijin Entertainment","2009","psp","front ouest","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-birds-of-prey.php","games"
"1401",468,"Birds of Prey","simulation","505 Games","Gaijin Entertainment","2009","psp","front est","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-birds-of-prey.php","games"
"1402",468,"Birds of Prey","simulation","505 Games","Gaijin Entertainment","2009","nintendo ds","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-birds-of-prey.php","games"
"1403",468,"Birds of Prey","simulation","505 Games","Gaijin Entertainment","2009","nintendo ds","front ouest","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-birds-of-prey.php","games"
"1404",468,"Birds of Prey","simulation","505 Games","Gaijin Entertainment","2009","nintendo ds","front est","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-birds-of-prey.php","games"
"1405",469,"IL-2 Sturmovik : Cliffs of Dover","simulation","Ubisoft","1C:Maddox Games","2011","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-cliffs-of-dover.php","games"
"1406",469,"IL-2 Sturmovik : Cliffs of Dover","simulation","Ubisoft","1C:Maddox Games","2011","windows","front ouest","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-cliffs-of-dover.php","games"
"1407",470,"IL-2 Sturmovik : Forgotten Battles","simulation","Ubisoft","1C:Maddox Games","2003","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-forgotten-battles.php","games"
"1408",470,"IL-2 Sturmovik : Forgotten Battles","simulation","Ubisoft","1C:Maddox Games","2003","windows","front est","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-forgotten-battles.php","games"
"1409",471,"IL-2 Sturmovik : Forgotten Battles : Ace Expansion Pack (addon)","simulation","Ubisoft","1C:Maddox Games","2004","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-forgotten-battles-ace-expansion-pack.php","addon"
"1410",471,"IL-2 Sturmovik : Forgotten Battles : Ace Expansion Pack (addon)","simulation","Ubisoft","1C:Maddox Games","2004","windows","front est","http://www.histogames.com/HTML/inventaire/fiche_game/serie_IL2sturmovik/IL-2-sturmovik-forgotten-battles-ace-expansion-pack.php","addon"
"1411",472,"Immortal Cities : Les Enfants du Nil","stratégie","SEGA","Tilted Mill Entertainment","2005","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_immortalcities/Immortal-cities-les-enfants-du-nil.php","games"
"1412",472,"Immortal Cities : Les Enfants du Nil","stratégie","SEGA","Tilted Mill Entertainment","2005","windows","egypte antique","http://www.histogames.com/HTML/inventaire/fiche_game/serie_immortalcities/Immortal-cities-les-enfants-du-nil.php","games"
"1413",473,"Imperial Glory","stratégie","Eidos Interactive","Pyro Studios","2005","windows","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/I/Imperial-glory.php","games"
"1414",473,"Imperial Glory","stratégie","Eidos Interactive","Pyro Studios","2005","windows","guerres napoléoniennes","http://www.histogames.com/HTML/inventaire/fiche_game/I/Imperial-glory.php","games"
"1415",473,"Imperial Glory","stratégie","Eidos Interactive","Pyro Studios","2005","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/I/Imperial-glory.php","games"
"1416",474,"Imperialism","stratégie","Strategic Simulations, Inc.","Frog City","1997","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism.php","games"
"1417",474,"Imperialism","stratégie","Strategic Simulations, Inc.","Frog City","1997","mac","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism.php","games"
"1418",475,"Imperialism II : The Age of Exploration","stratégie","Strategic Simulations, Inc.","Frog City","1999","windows","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism-ii-the-age-of-exploration.php","games"
"1419",475,"Imperialism II : The Age of Exploration","stratégie","Strategic Simulations, Inc.","Frog City","1999","windows","conquista","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism-ii-the-age-of-exploration.php","games"
"1420",475,"Imperialism II : The Age of Exploration","stratégie","Strategic Simulations, Inc.","Frog City","1999","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism-ii-the-age-of-exploration.php","games"
"1421",475,"Imperialism II : The Age of Exploration","stratégie","Strategic Simulations, Inc.","Frog City","1999","mac","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism-ii-the-age-of-exploration.php","games"
"1422",475,"Imperialism II : The Age of Exploration","stratégie","Strategic Simulations, Inc.","Frog City","1999","mac","conquista","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism-ii-the-age-of-exploration.php","games"
"1423",475,"Imperialism II : The Age of Exploration","stratégie","Strategic Simulations, Inc.","Frog City","1999","mac","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperialism/Imperialism-ii-the-age-of-exploration.php","games"
"1424",476,"Imperium Romanum","stratégie","Kalypso Media","Haemimont Games","2008","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivmcivitas/Imperium-romanum.php","games"
"1425",476,"Imperium Romanum","stratégie","Kalypso Media","Haemimont Games","2008","windows","conquêtes romaines","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivmcivitas/Imperium-romanum.php","games"
"1426",477,"Imperium Romanum : Emperor Expansion (Addon)","stratégie","Kalypso Media","Haemimont Games","2008","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivmcivitas/Imperium-romanum-emperor-expansion.php","addon"
"1427",477,"Imperium Romanum : Emperor Expansion (Addon)","stratégie","Kalypso Media","Haemimont Games","2008","windows","conquêtes romaines","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivmcivitas/Imperium-romanum-emperor-expansion.php","addon"
"1428",477,"Imperium Romanum : Emperor Expansion (Addon)","stratégie","Kalypso Media","Haemimont Games","2008","windows","guerre civile romaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivmcivitas/Imperium-romanum-emperor-expansion.php","addon"
"1429",478,"Imperivm III : Great Battles of Rome","stratégie","FX Interactive","Haemimont Games","2005","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivm/Imperivm-iii-great-battles-of-rome.php","games"
"1430",478,"Imperivm III : Great Battles of Rome","stratégie","FX Interactive","Haemimont Games","2005","windows","conquêtes romaines","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivm/Imperivm-iii-great-battles-of-rome.php","games"
"1431",478,"Imperivm III : Great Battles of Rome","stratégie","FX Interactive","Haemimont Games","2005","windows","guerre des gaules","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivm/Imperivm-iii-great-battles-of-rome.php","games"
"1432",478,"Imperivm III : Great Battles of Rome","stratégie","FX Interactive","Haemimont Games","2005","windows","guerres puniques","http://www.histogames.com/HTML/inventaire/fiche_game/serie_imperivm/Imperivm-iii-great-battles-of-rome.php","games"
"1433",479,"Inindo : Way of the Ninja","jeu de rôle","Koei","Koei","1992","snes","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/I/Inindo-way-of-the-ninja.php","games"
"1434",480,"Inquisition","action-aventure","Wanadoo Edition","Wanadoo Edition","2003","windows","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/I/Inquisition.php","games"
"1435",480,"Inquisition","action-aventure","Wanadoo Edition","Wanadoo Edition","2003","ps2","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/I/Inquisition.php","games"
"1436",482,"Iron Warriors : T-72 Tank commander","simulation","Black Bean","IDDK","2006","windows","guerres de yougoslavie","http://www.histogames.com/HTML/inventaire/fiche_game/I/Iron-warriors-t-72-tank-commander.php","games"
"1437",483,"Ironclads : American Civil War","stratégie","Strategy First","Totem Games","2009","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-ACW.php","games"
"1438",483,"Ironclads : American Civil War","stratégie","Strategy First","Totem Games","2009","windows","guerre de sécession","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-ACW.php","games"
"1439",484,"Ironclads : Anglo Russian War 1866","stratégie","Strategy First","Totem Games","2011","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-ARW.php","games"
"1440",485,"Ironclads : Chincha Islands War 1866","stratégie","Strategy First","Totem Games","2011","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-CIW.php","games"
"1441",485,"Ironclads : Chincha Islands War 1866","stratégie","Strategy First","Totem Games","2011","windows","guerre hispano sud américaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-CIW.php","games"
"1442",486,"Ironclads : Complete Pack","stratégie","Strategy First","Totem Games","2011","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-CC.php","games"
"1443",486,"Ironclads : Complete Pack","stratégie","Strategy First","Totem Games","2011","windows","guerre de sécession","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-CC.php","games"
"1444",486,"Ironclads : Complete Pack","stratégie","Strategy First","Totem Games","2011","windows","guerre hispano sud américaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-CC.php","games"
"1445",486,"Ironclads : Complete Pack","stratégie","Strategy First","Totem Games","2011","windows","seconde guerre de schleswig","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-CC.php","games"
"1446",487,"Ironclads : High Sea","stratégie","Strategy First","Totem Games","2009","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-HS.php","games"
"1447",487,"Ironclads : High Sea","stratégie","Strategy First","Totem Games","2009","windows","guerre de sécession","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-HS.php","games"
"1448",488,"Ironclads : Schleswig War 1864","stratégie","Strategy First","Totem Games","2011","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-SW.php","games"
"1449",488,"Ironclads : Schleswig War 1864","stratégie","Strategy First","Totem Games","2011","windows","seconde guerre de schleswig","http://www.histogames.com/HTML/inventaire/fiche_game/serie_ironclads/I-SW.php","games"
"1450",490,"Jack l'Eventreur : New-York 1901","aventure","MC2 France","Galilea","2004","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/J/Jack-l-eventreur-new-york-1901.php","games"
"1451",491,"Jade Empire","jeu de rôle","Microsoft Game","BioWare","2005","xbox","mythologie orientale","http://www.histogames.com/HTML/inventaire/fiche_game/J/Jade-empire.php","games"
"1452",491,"Jade Empire","jeu de rôle","Microsoft Game","BioWare","2005","xbox 360","mythologie orientale","http://www.histogames.com/HTML/inventaire/fiche_game/J/Jade-empire.php","games"
"1453",492,"Jade Empire : Special Edition","jeu de rôle","2K Games","BioWare","2007","windows","mythologie orientale","http://www.histogames.com/HTML/inventaire/fiche_game/J/Jade-empire.php","games"
"1454",492,"Jade Empire : Special Edition","jeu de rôle","2K Games","BioWare","2007","mac","mythologie orientale","http://www.histogames.com/HTML/inventaire/fiche_game/J/Jade-empire.php","games"
"1455",493,"James Clavell's Shogun","aventure","Infocom","Infocom","1988","amiga","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/J/James-clavell-s-shogun.php","games"
"1456",493,"James Clavell's Shogun","aventure","Infocom","Infocom","1988","apple ii","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/J/James-clavell-s-shogun.php","games"
"1457",493,"James Clavell's Shogun","aventure","Infocom","Infocom","1988","dos","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/J/James-clavell-s-shogun.php","games"
"1458",493,"James Clavell's Shogun","aventure","Infocom","Infocom","1988","mac","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/J/James-clavell-s-shogun.php","games"
"1459",494,"Jeanne d'Arc","jeu de rôle","Sony","Level-5","2007","psp","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/J/Jeanne-d-arc.php","games"
"1460",494,"Jeanne d'Arc","jeu de rôle","Sony","Level-5","2007","psp","guerre de cent ans","http://www.histogames.com/HTML/inventaire/fiche_game/J/Jeanne-d-arc.php","games"
"1461",495,"Jérusalem : Les Trois Chemins de la Ville Sainte","aventure","Cryo Interactive","Arxel Tribe","2002","windows","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/serie_timescape/Jerusalem.php","games"
"1462",495,"Jérusalem : Les Trois Chemins de la Ville Sainte","aventure","Cryo Interactive","Arxel Tribe","2002","mac","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/serie_timescape/Jerusalem.php","games"
"1463",496,"Joan of Arc : Siege and the Sword","action","Brøderbund Software","Chip","1989","amiga","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/J/Joan-of-arc-siege-and-the-sword.php","games"
"1464",496,"Joan of Arc : Siege and the Sword","action","Brøderbund Software","Chip","1989","amiga","guerre de cent ans","http://www.histogames.com/HTML/inventaire/fiche_game/J/Joan-of-arc-siege-and-the-sword.php","games"
"1465",496,"Joan of Arc : Siege and the Sword","action","Brøderbund Software","Chip","1989","atari","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/J/Joan-of-arc-siege-and-the-sword.php","games"
"1466",496,"Joan of Arc : Siege and the Sword","action","Brøderbund Software","Chip","1989","atari","guerre de cent ans","http://www.histogames.com/HTML/inventaire/fiche_game/J/Joan-of-arc-siege-and-the-sword.php","games"
"1467",496,"Joan of Arc : Siege and the Sword","action","Brøderbund Software","Chip","1989","dos","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/J/Joan-of-arc-siege-and-the-sword.php","games"
"1468",496,"Joan of Arc : Siege and the Sword","action","Brøderbund Software","Chip","1989","dos","guerre de cent ans","http://www.histogames.com/HTML/inventaire/fiche_game/J/Joan-of-arc-siege-and-the-sword.php","games"
"1469",497,"John Tiller's Battleground Civil War","stratégie","Matrix Games","Talonsoft","2007","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/J/John-tillers-battleground-civil-war.php","games"
"1470",497,"John Tiller's Battleground Civil War","stratégie","Matrix Games","Talonsoft","2007","windows","guerre de sécession","http://www.histogames.com/HTML/inventaire/fiche_game/J/John-tillers-battleground-civil-war.php","games"
"1471",498,"John Tiller's Battleground Napoleonic Wars","stratégie","Matrix Games","Talonsoft","2007","windows","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/J/John-tillers-battleground-napoleonic-wars.php","games"
"1472",498,"John Tiller's Battleground Napoleonic Wars","stratégie","Matrix Games","Talonsoft","2007","windows","guerres napoléoniennes","http://www.histogames.com/HTML/inventaire/fiche_game/J/John-tillers-battleground-napoleonic-wars.php","games"
"1473",499,"Squad Battles : Vietnam","stratégie","HPS Simulations","John Tiller Software","2001","windows","guerre froide","http://www.histogames.com/HTML/inventaire/fiche_game/serie_squadbattles/Squad-battles-vietnam.php","games"
"1474",499,"Squad Battles : Vietnam","stratégie","HPS Simulations","John Tiller Software","2001","windows","guerre du vietnam","http://www.histogames.com/HTML/inventaire/fiche_game/serie_squadbattles/Squad-battles-vietnam.php","games"
"1475",501,"Kessen","stratégie","Electronic Arts","Koei","2000","ps2","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_kessen/Kessen-1.php","games"
"1476",502,"Kessen II","stratégie","THQ","Koei","2001","ps2","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_kessen/Kessen-2.php","games"
"1477",503,"Kessen III","stratégie","Koei","Koei","2005","ps2","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_kessen/Kessen-3.php","games"
"1478",505,"King Arthur - The Role-playing Wargame","stratégie","Paradox Interactive","Neocore","2009","windows","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_kingarthur/King-arthur-RPW.php","games"
"1479",506,"King Arthur : The Druids (addon)","stratégie","Paradox Interactive","Neocore","2011","windows","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_kingarthur/King-arthur-RPW-D.php","addon"
"1480",507,"King Arthur : The Saxons (addon)","stratégie","Paradox Interactive","Neocore","2010","windows","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_kingarthur/King-arthur-RPW-S.php","addon"
"1481",508,"King Arthur II - The Role-playing Wargame","stratégie","Paradox Interactive","Neocore","2012","windows","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_kingarthur/King-arthur-II-RPW.php","games"
"1482",509,"King Arthur's K.O.R.T.","stratégie","MVP Software","MVP Software","1994","dos","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/K/King-arthur-s-K-O-R-T.php","games"
"1483",510,"Kingmaker","stratégie","Avalon Hill","TM Games","1993","amiga","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/K/Kingmaker.php","games"
"1484",510,"Kingmaker","stratégie","Avalon Hill","TM Games","1993","amiga","guerre des roses","http://www.histogames.com/HTML/inventaire/fiche_game/K/Kingmaker.php","games"
"1485",510,"Kingmaker","stratégie","Avalon Hill","TM Games","1993","atari","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/K/Kingmaker.php","games"
"1486",510,"Kingmaker","stratégie","Avalon Hill","TM Games","1993","atari","guerre des roses","http://www.histogames.com/HTML/inventaire/fiche_game/K/Kingmaker.php","games"
"1487",510,"Kingmaker","stratégie","Avalon Hill","TM Games","1993","dos","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/K/Kingmaker.php","games"
"1488",510,"Kingmaker","stratégie","Avalon Hill","TM Games","1993","dos","guerre des roses","http://www.histogames.com/HTML/inventaire/fiche_game/K/Kingmaker.php","games"
"1489",511,"Knights of Honor","stratégie","Paradox Interactive","Black Sea Studios","2004","windows","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/K/Knights-of-honor.php","games"
"1490",512,"Knights of the Cross","stratégie","Cenega","Freemind","2003","windows","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/K/Knights-of-the-cross.php","games"
"1491",515,"Korea : Forgotten Conflict","stratégie","Cenega","Plastic Reality Technologies","2003","windows","guerre froide","http://www.histogames.com/HTML/inventaire/fiche_game/K/Korea-forgotten-conflict.php","games"
"1492",515,"Korea : Forgotten Conflict","stratégie","Cenega","Plastic Reality Technologies","2003","windows","guerre de corée","http://www.histogames.com/HTML/inventaire/fiche_game/K/Korea-forgotten-conflict.php","games"
"1493",516,"L.A. Noire","action-aventure","Rockstar","Team Bondi","2011","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/L/LA-noire.php","games"
"1494",516,"L.A. Noire","action-aventure","Rockstar","Team Bondi","2011","ps3","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/L/LA-noire.php","games"
"1495",516,"L.A. Noire","action-aventure","Rockstar","Team Bondi","2011","xbox 360","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/L/LA-noire.php","games"
"1496",517,"La Bataille d'Angleterre","simulation","Empire Interactive","Rowan Software","2000","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_Rowansbattleofbritain/Rowans-battle-of-britain.php","games"
"1497",517,"La Bataille d'Angleterre","simulation","Empire Interactive","Rowan Software","2000","windows","front ouest","http://www.histogames.com/HTML/inventaire/fiche_game/serie_Rowansbattleofbritain/Rowans-battle-of-britain.php","games"
"1498",519,"La Grande Armee at Austerlitz","stratégie","Matrix Games","HistWar","2001","windows","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-grande-armee-at-austerlitz.php","games"
"1499",519,"La Grande Armee at Austerlitz","stratégie","Matrix Games","HistWar","2001","windows","guerres napoléoniennes","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-grande-armee-at-austerlitz.php","games"
"1500",520,"La Guerre de 100 Ans","stratégie","Paradox Interactive","Paradox Interactive","2004","windows","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-guerre-de-100-ans.php","games"
"1501",520,"La Guerre de 100 Ans","stratégie","Paradox Interactive","Paradox Interactive","2004","windows","guerre de cent ans","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-guerre-de-100-ans.php","games"
"1502",520,"La Guerre de 100 Ans","stratégie","Paradox Interactive","Paradox Interactive","2004","windows","guerre des roses","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-guerre-de-100-ans.php","games"
"1503",521,"La Legende de Beowulf : Le Jeu","action","Ubisoft","Ubisoft","2007","windows","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-legende-de-beowulf-le-jeu.php","games"
"1504",521,"La Legende de Beowulf : Le Jeu","action","Ubisoft","Ubisoft","2007","ps3","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-legende-de-beowulf-le-jeu.php","games"
"1505",521,"La Legende de Beowulf : Le Jeu","action","Ubisoft","Ubisoft","2007","xbox 360","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-legende-de-beowulf-le-jeu.php","games"
"1506",521,"La Legende de Beowulf : Le Jeu","action","Ubisoft","Ubisoft","2007","psp","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/L/La-legende-de-beowulf-le-jeu.php","games"
"1507",522,"La Reine du Nil : Cléopâtre","stratégie","Sierra","Breakaway","2000","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_pharaon/Cleopatre.php","games"
"1508",522,"La Reine du Nil : Cléopâtre","stratégie","Sierra","Breakaway","2000","windows","egypte antique","http://www.histogames.com/HTML/inventaire/fiche_game/serie_pharaon/Cleopatre.php","games"
"1509",524,"Lancelot","aventure","Datasoft","Level 9 Computing","1988","amiga","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/L/Lancelot.php","games"
"1510",524,"Lancelot","aventure","Datasoft","Level 9 Computing","1988","amstrad","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/L/Lancelot.php","games"
"1511",524,"Lancelot","aventure","Datasoft","Level 9 Computing","1988","atari st","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/L/Lancelot.php","games"
"1512",524,"Lancelot","aventure","Datasoft","Level 9 Computing","1988","c64","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/L/Lancelot.php","games"
"1513",524,"Lancelot","aventure","Datasoft","Level 9 Computing","1988","dos","légendes arthuriennes","http://www.histogames.com/HTML/inventaire/fiche_game/L/Lancelot.php","games"
"1514",525,"Le Maître de l'Atlantide : Poséidon (addon)","stratégie","Sierra","Impressions","2001","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_zeus/Poseidon.php","addon"
"1515",525,"Le Maître de l'Atlantide : Poséidon (addon)","stratégie","Sierra","Impressions","2001","windows","mythologie gréco-romaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_zeus/Poseidon.php","addon"
"1516",526,"Le Maître de l'Olympe : Zeus","stratégie","Sierra","Impressions","2000","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_zeus/Zeus.php","games"
"1517",526,"Le Maître de l'Olympe : Zeus","stratégie","Sierra","Impressions","2000","windows","mythologie gréco-romaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_zeus/Zeus.php","games"
"1518",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1519",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","windows","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1520",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","ps3","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1521",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","ps3","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1522",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","xbox 360","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1523",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","xbox 360","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1524",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","nintendo wii","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1525",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","nintendo wii","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1526",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","psp","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1527",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","psp","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1528",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","ps2","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1529",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","ps2","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1530",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","xbox","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1531",527,"Le Parrain","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2006","xbox","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain.php","games"
"1532",528,"Le Parrain 2","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2009","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain-2.php","games"
"1533",528,"Le Parrain 2","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2009","windows","mafia","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain-2.php","games"
"1534",528,"Le Parrain 2","action","Electronic Arts","Electronic Arts Redwood Shores Studio","2009","ps3","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/serie_leparrain/Le-parrain-2.php","games"
